vessel_id,type,teu,arrival_time,entry_permit_time,weather_delay_entry_hrs,berth_wait_time_hrs,weather_delay_berthing_hrs,berth_start_time,berth_end_time,cargo_ops_weather_delay_hrs,departure_time,total_time_hrs,berth_time_hrs,total_weather_delay_hrs
V_8,Container_PostPanamax,8578.660066157003,7.817402755303189,7.817402755303189,0.0,0.0,0.0,9.317402755303188,95.10400341687323,0.0,96.60400341687323,88.78660066157003,85.78660066157003,0.0
V_16,Container_PostPanamax,8258.81546195831,13.90896873001382,13.90896873001382,0.0,0.0,0.0,15.40896873001382,97.9971233495969,0.0,99.4971233495969,85.58815461958308,82.58815461958308,0.0
V_6,Container_PostPanamax,9027.18936962885,7.051896845352813,7.051896845352813,0.0,0.0,0.0,8.551896845352813,98.82379054164132,0.0,100.32379054164132,93.2718936962885,90.2718936962885,0.0
V_49,Container_Panamax,5185.334941386686,53.49816184306731,53.49816184306731,0.0,0.0,0.0,54.99816184306731,106.85151125693417,0.0,108.35151125693417,54.853349413866866,51.853349413866866,0.0
V_3,Container_PostPanamax,9971.691884106562,5.7980698029508515,5.7980698029508515,0.0,0.0,0.0,7.2980698029508515,107.01498864401647,0.0,108.51498864401647,102.71691884106562,99.71691884106562,0.0
V_1,Container_PostPanamax,10641.261811345472,1.222260051144334,1.222260051144334,0.0,0.0,0.0,2.722260051144334,109.13487816459904,0.0,110.63487816459904,109.41261811345471,106.41261811345471,0.0
V_18,Container_PostPanamax,9482.30276622691,17.102727853266995,17.102727853266995,0.0,0.0,0.0,18.602727853266995,113.42575551553611,0.0,114.92575551553611,97.82302766226911,94.82302766226911,0.0
V_7,Container_PostPanamax,10763.440041185017,7.2919436448389465,7.2919436448389465,0.0,0.0,0.0,8.791943644838947,116.4263440566891,0.0,117.9263440566891,110.63440041185015,107.63440041185015,0.0
V_29,Container_PostPanamax,8747.203595411578,29.483297307788508,29.483297307788508,0.0,0.0,0.0,30.983297307788508,118.45533326190429,0.0,119.95533326190429,90.47203595411578,87.47203595411578,0.0
V_56,Container_Panamax,5414.664182748737,65.56961001849164,65.56961001849164,0.0,0.0,0.0,67.06961001849164,121.21625184597902,0.0,122.71625184597902,57.14664182748737,54.14664182748737,0.0
V_62,Container_Panamax,4761.15984705546,74.9808553161066,74.9808553161066,0.0,0.0,0.0,76.4808553161066,124.0924537866612,0.0,125.5924537866612,50.6115984705546,47.6115984705546,0.0
V_36,Container_PostPanamax,8658.590972181444,41.076253230194,41.076253230194,0.0,0.0,0.0,42.576253230194,129.16216295200843,0.0,130.66216295200843,89.58590972181443,86.58590972181443,0.0
V_21,Container_PostPanamax,11051.381310327353,20.550069666257844,20.550069666257844,0.0,0.0,0.0,22.050069666257844,132.5638827695314,0.0,134.0638827695314,113.51381310327356,110.51381310327356,0.0
V_26,Container_PostPanamax,10848.4928777762,24.22505595970139,24.22505595970139,0.0,0.0,0.0,25.72505595970139,134.2099847374634,0.0,135.7099847374634,111.48492877776201,108.48492877776201,0.0
V_46,Container_PostPanamax,8705.113972760448,50.11436352271555,50.11436352271555,0.0,0.0,0.0,51.61436352271555,138.66550325032006,0.0,140.16550325032006,90.05113972760451,87.05113972760451,0.0
V_68,Container_Panamax,5300.498651078599,82.62656412088691,86.62656412088691,4.0,0.0,0.0,88.12656412088691,141.1315506316729,0.0,142.6315506316729,60.00498651078598,53.00498651078598,4.0
V_35,Container_PostPanamax,10245.640218046208,39.90228905231277,39.90228905231277,0.0,0.0,0.0,41.40228905231277,143.85869123277485,0.0,145.35869123277485,105.45640218046208,102.45640218046208,0.0
V_32,Container_PostPanamax,11255.702894605864,36.868983854324085,36.868983854324085,0.0,0.0,0.0,38.368983854324085,150.92601280038272,0.0,152.42601280038272,115.55702894605864,112.55702894605864,0.0
V_79,Container_Panamax,5355.506642462819,96.3808664385698,96.3808664385698,0.0,0.0,0.0,97.8808664385698,151.435932863198,0.0,152.935932863198,56.555066424628194,53.555066424628194,0.0
V_48,Container_PostPanamax,9782.210376728734,52.76236887869895,52.76236887869895,0.0,0.0,0.0,54.26236887869895,152.0844726459863,0.0,153.5844726459863,100.82210376728735,97.82210376728735,0.0
V_51,Container_PostPanamax,9430.046157773522,56.89040819718909,56.89040819718909,0.0,0.0,0.0,58.39040819718909,152.6908697749243,0.0,154.1908697749243,97.3004615777352,94.3004615777352,0.0
V_60,Container_PostPanamax,8476.683386068597,71.69895227977553,71.69895227977553,0.0,0.0,0.0,73.19895227977553,157.9657861404615,0.0,159.4657861404615,87.76683386068596,84.76683386068596,0.0
V_44,Container_PostPanamax,11071.909307575808,48.09395114089294,48.09395114089294,0.0,0.0,0.0,49.59395114089294,160.31304421665104,0.0,161.81304421665104,113.7190930757581,110.7190930757581,0.0
V_12,Container_ULCS,14989.527942240868,10.830114605556481,10.830114605556481,0.0,0.0,0.0,12.330114605556481,162.22539402796514,0.0,163.72539402796514,152.89527942240866,149.89527942240866,0.0
V_23,Container_ULCS,13948.200345250068,22.57842928698119,22.57842928698119,0.0,0.0,0.0,24.07842928698119,163.56043273948188,0.0,165.06043273948188,142.4820034525007,139.4820034525007,0.0
V_50,Container_PostPanamax,10839.179373301893,54.70949462613241,54.70949462613241,0.0,0.0,0.0,56.20949462613241,164.60128835915134,0.0,166.10128835915134,111.39179373301893,108.39179373301893,0.0
V_86,Container_Panamax,5528.448552509942,110.30875410713317,110.30875410713317,0.0,0.0,0.0,111.80875410713317,167.09323963223258,0.0,168.59323963223258,58.28448552509941,55.28448552509941,0.0
V_54,Container_PostPanamax,10600.24116311614,62.675770455652014,62.675770455652014,0.0,0.0,0.0,64.17577045565201,170.17818208681342,0.0,171.67818208681342,109.00241163116141,106.00241163116141,0.0
V_13,Container_ULCS,16044.67164925078,11.837898269252062,11.837898269252062,0.0,0.0,0.0,13.337898269252062,173.78461476175985,0.0,175.28461476175985,163.4467164925078,160.4467164925078,0.0
V_61,Container_PostPanamax,10032.616151542547,72.31904382802303,72.31904382802303,0.0,0.0,0.0,73.81904382802303,174.1452053434485,0.0,175.6452053434485,103.32616151542548,100.32616151542548,0.0
V_55,Container_PostPanamax,10834.456274223805,65.01427273989367,65.01427273989367,0.0,0.0,0.0,66.51427273989367,174.85883548213172,0.0,176.35883548213172,111.34456274223805,108.34456274223805,0.0
V_100,Container_Panamax,4436.724014595881,131.74642183591632,131.74642183591632,0.0,0.0,0.0,133.24642183591632,177.61366198187514,0.0,179.11366198187514,47.36724014595882,44.36724014595882,0.0
V_59,Container_PostPanamax,10556.1280842625,70.73234293609165,70.73234293609165,0.0,0.0,0.0,72.23234293609165,177.79362377871664,0.0,179.29362377871664,108.56128084262498,105.56128084262498,0.0
V_42,Container_ULCS,13028.203391428106,47.31592871525389,47.31592871525389,0.0,0.0,0.0,48.81592871525389,179.09796262953495,0.0,180.59796262953495,133.28203391428104,130.28203391428104,0.0
V_2,Container_ULCS,17746.353674820493,3.2845694778010524,3.2845694778010524,0.0,0.0,0.0,4.784569477801052,182.248106226006,0.0,183.748106226006,180.46353674820494,177.46353674820494,0.0
V_65,Container_PostPanamax,10109.467400560547,80.06875244075259,80.06875244075259,0.0,0.0,0.0,81.56875244075259,182.66342644635805,0.0,184.16342644635805,104.09467400560546,101.09467400560546,0.0
V_52,Container_PostPanamax,12408.669406017067,58.661032517306055,58.661032517306055,0.0,0.0,0.0,60.161032517306055,184.24772657747673,0.0,185.74772657747673,127.08669406017067,124.08669406017067,0.0
V_19,Container_ULCS,16534.546760158166,17.985859782929417,17.985859782929417,0.0,0.0,0.0,19.485859782929417,184.83132738451107,0.0,186.33132738451107,168.34546760158165,165.34546760158165,0.0
V_58,Container_PostPanamax,11505.964885898356,69.20538430486323,69.20538430486323,0.0,0.0,0.0,70.70538430486323,185.7650331638468,0.0,187.2650331638468,118.05964885898356,115.05964885898356,0.0
V_15,Container_ULCS,17383.806067820227,12.299634130964309,12.299634130964309,0.0,0.0,0.0,13.799634130964309,187.6376948091666,0.0,189.1376948091666,176.83806067820228,173.83806067820228,0.0
V_71,Container_PostPanamax,9938.235517212197,84.99766868219626,86.99766868219626,2.0,0.0,0.0,88.49766868219626,187.88002385431824,0.0,189.38002385431824,104.38235517212198,99.38235517212198,2.0
V_102,Container_Panamax,5369.9745215938665,133.12970760225593,133.12970760225593,0.0,0.0,0.0,134.62970760225593,188.3294528181946,0.0,189.8294528181946,56.69974521593866,53.69974521593866,0.0
V_69,Container_PostPanamax,10000.106553745793,83.84329134636329,86.84329134636329,3.0,0.0,0.0,88.34329134636329,188.3443568838212,0.0,189.8443568838212,106.00106553745792,100.00106553745792,3.0
V_5,Container_ULCS,18107.870518702115,6.941500615687122,6.941500615687122,0.0,0.0,0.0,8.441500615687122,189.52020580270826,0.0,191.02020580270826,184.07870518702114,181.07870518702114,0.0
V_70,Container_PostPanamax,10387.927173295231,84.75169053538673,86.75169053538673,2.0,0.0,0.0,88.25169053538673,192.13096226833903,0.0,193.63096226833903,108.8792717329523,103.8792717329523,2.0
V_24,Container_ULCS,16932.12471572176,22.76444065558363,22.76444065558363,0.0,0.0,0.0,24.26444065558363,193.5856878128012,0.0,195.0856878128012,172.32124715721758,169.32124715721758,0.0
V_112,Container_Panamax,4592.43319594142,146.75685865094326,146.75685865094326,0.0,0.0,0.0,148.25685865094326,194.18119061035748,0.0,195.68119061035748,48.92433195941422,45.92433195941422,0.0
V_108,Container_Panamax,4863.915618519984,143.30358702508786,145.30358702508786,2.0,0.0,0.0,146.80358702508786,195.4427432102877,0.0,196.9427432102877,53.63915618519982,48.63915618519982,2.0
V_74,Container_PostPanamax,10614.81936172138,89.05211086650186,89.05211086650186,0.0,0.0,0.0,90.55211086650186,196.70030448371568,0.0,198.20030448371568,109.14819361721382,106.14819361721382,0.0
V_77,Container_PostPanamax,10061.047012070916,94.66913735822078,94.66913735822078,0.0,0.0,0.0,96.16913735822078,196.77960747892996,0.0,198.27960747892996,103.61047012070918,100.61047012070918,0.0
V_28,Container_ULCS,16723.38796032001,29.014662563036378,29.014662563036378,0.0,0.0,0.0,30.514662563036378,197.7485421662365,0.0,199.2485421662365,170.2338796032001,167.2338796032001,0.0
V_30,Container_ULCS,16783.704932051827,31.1744788508674,31.1744788508674,0.0,0.0,0.0,32.6744788508674,200.51152817138566,0.0,202.01152817138566,170.83704932051828,167.83704932051825,0.0
V_82,Container_PostPanamax,9799.845134334873,103.63523432880962,103.63523432880962,0.0,0.0,0.0,105.13523432880962,203.13368567215835,0.0,204.63368567215835,100.99845134334873,97.99845134334873,0.0
V_117,Container_Panamax,5000.904397547568,156.64838868999385,156.64838868999385,0.0,0.0,0.0,158.14838868999385,208.1574326654695,0.0,209.6574326654695,53.00904397547566,50.00904397547566,0.0
V_41,Container_ULCS,16370.191135032663,43.21676254068082,43.21676254068082,0.0,0.0,0.0,44.71676254068082,208.41867389100744,0.0,209.91867389100744,166.7019113503266,163.7019113503266,0.0
V_27,Container_ULCS,18015.831558898302,28.72514737580208,28.72514737580208,0.0,0.0,0.0,30.22514737580208,210.38346296478508,0.0,211.88346296478508,183.158315588983,180.158315588983,0.0
V_31,Container_ULCS,17882.93675439689,31.67414180981823,31.67414180981823,0.0,0.0,0.0,33.17414180981823,212.00350935378714,0.0,213.50350935378714,181.8293675439689,178.8293675439689,0.0
V_22,Container_ULCS,19389.586128674866,22.057536561551107,22.057536561551107,0.0,0.0,0.0,23.557536561551107,217.45339784829977,0.0,218.95339784829977,196.89586128674867,193.89586128674867,0.0
V_39,Container_ULCS,17521.745832619737,41.272667091134245,41.272667091134245,0.0,0.0,0.0,42.772667091134245,217.99012541733163,0.0,219.49012541733163,178.21745832619737,175.21745832619737,0.0
V_87,Container_PostPanamax,10540.528626147714,111.1039241717464,111.1039241717464,0.0,0.0,0.0,112.6039241717464,218.00921043322353,0.0,219.50921043322353,108.40528626147713,105.40528626147713,0.0
V_95,Container_PostPanamax,9567.939882855646,120.03330576576937,121.03330576576937,1.0,0.0,0.0,122.53330576576937,218.21270459432583,0.0,219.71270459432583,99.67939882855646,95.67939882855646,1.0
V_43,Container_ULCS,17184.535476976682,47.871796202133254,47.871796202133254,0.0,0.0,0.0,49.371796202133254,221.21715097190008,0.0,222.71715097190008,174.84535476976683,171.84535476976683,0.0
V_45,Container_ULCS,17289.55460873887,48.51335255112758,48.51335255112758,0.0,0.0,0.0,50.01335255112758,222.90889863851626,0.0,224.40889863851626,175.89554608738868,172.89554608738868,0.0
V_124,Container_Panamax,5807.998104883753,164.55568461898994,164.55568461898994,0.0,0.0,0.0,166.05568461898994,224.13566566782748,0.0,225.63566566782748,61.07998104883754,58.07998104883754,0.0
V_33,Container_ULCS,18511.482709560893,37.637212415999265,37.637212415999265,0.0,0.0,0.0,39.137212415999265,224.2520395116082,0.0,225.7520395116082,188.11482709560892,185.11482709560892,0.0
V_96,Container_PostPanamax,10079.106251594978,122.30699687168153,122.30699687168153,0.0,0.0,0.0,123.80699687168153,224.59805938763128,0.0,226.09805938763128,103.79106251594975,100.79106251594975,0.0
V_129,Container_Panamax,4898.380837285536,175.03997277256474,175.03997277256474,0.0,0.0,0.0,176.53997277256474,225.5237811454201,0.0,227.0237811454201,51.98380837285535,48.98380837285535,0.0
V_53,Container_ULCS,16478.914025367416,59.634828115791834,59.634828115791834,0.0,0.0,0.0,61.134828115791834,225.923968369466,0.0,227.423968369466,167.78914025367416,164.78914025367416,0.0
V_4,Container_ULCS,21974.023767075178,6.118109337566576,6.118109337566576,0.0,0.0,0.0,7.618109337566576,227.35834700831836,0.0,228.85834700831836,222.74023767075178,219.74023767075178,0.0
V_94,Container_PostPanamax,10431.027709046743,119.76869833812468,121.76869833812468,2.0,0.0,0.0,123.26869833812468,227.57897542859212,0.0,229.07897542859212,109.31027709046744,104.31027709046744,2.0
V_98,Container_PostPanamax,10386.456629167124,123.35304478779102,123.35304478779102,0.0,0.0,0.0,124.85304478779102,228.71761107946224,0.0,230.21761107946224,106.86456629167122,103.86456629167122,0.0
V_85,Container_PostPanamax,11804.03650666743,110.01596051790621,110.01596051790621,0.0,0.0,0.0,111.51596051790621,229.5563255845805,0.0,231.0563255845805,121.04036506667428,118.04036506667428,0.0
V_99,Container_PostPanamax,10140.342645649096,129.6280481142358,129.6280481142358,0.0,0.0,0.0,131.1280481142358,232.53147457072677,0.0,234.03147457072677,104.40342645649096,101.40342645649096,0.0
V_91,Container_PostPanamax,11694.162978469656,114.29722619403073,114.29722619403073,0.0,0.0,0.0,115.79722619403073,232.73885597872726,0.0,234.23885597872726,119.94162978469653,116.94162978469653,0.0
V_57,Container_ULCS,16699.12602790252,67.6732864130388,67.6732864130388,0.0,0.0,0.0,69.1732864130388,236.164546692064,0.0,237.664546692064,169.9912602790252,166.9912602790252,0.0
V_38,Container_ULCS,19972.89126871062,41.19337583496595,41.19337583496595,0.0,0.0,0.0,42.69337583496595,242.42228852207214,0.0,243.92228852207214,202.72891268710617,199.72891268710617,0.0
V_109,Container_PostPanamax,9596.615107205904,143.4844770715217,145.4844770715217,2.0,0.0,0.0,146.9844770715217,242.95062814358073,0.0,244.45062814358073,100.96615107205903,95.96615107205903,2.0
V_136,Container_Panamax,5583.544531462143,185.68927888648466,185.68927888648466,0.0,0.0,0.0,187.18927888648466,243.0247242011061,0.0,244.5247242011061,58.83544531462144,55.83544531462144,0.0
V_104,Container_PostPanamax,10410.523154931521,137.9049158536523,137.9049158536523,0.0,0.0,0.0,139.4049158536523,243.5101474029675,0.0,245.0101474029675,107.10523154931519,104.10523154931519,0.0
V_139,Container_Panamax,4906.151992381257,193.70112200198355,194.70112200198355,1.0,0.0,0.0,196.20112200198355,245.26264192579612,0.0,246.76264192579612,53.06151992381257,49.06151992381257,1.0
V_64,Container_ULCS,16712.541431544032,77.21935818023613,77.21935818023613,0.0,0.0,0.0,78.71935818023613,245.84477249567644,0.0,247.34477249567644,170.1254143154403,167.1254143154403,0.0
V_111,Container_PostPanamax,9836.218505379136,146.31022280016984,146.31022280016984,0.0,0.0,0.0,147.81022280016984,246.1724078539612,0.0,247.6724078539612,101.36218505379136,98.36218505379136,0.0
V_106,Container_PostPanamax,10558.94193430418,140.09045698089506,140.09045698089506,0.0,0.0,0.0,141.59045698089506,247.17987632393687,0.0,248.67987632393687,108.58941934304181,105.58941934304181,0.0
V_113,Container_PostPanamax,9729.139437801508,148.39450271273185,148.39450271273185,0.0,0.0,0.0,149.89450271273185,247.18589709074695,0.0,248.68589709074695,100.2913943780151,97.2913943780151,0.0
V_47,Container_ULCS,19522.381339120155,50.496331022636625,50.496331022636625,0.0,0.0,0.0,51.996331022636625,247.2201444138382,0.0,248.7201444138382,198.2238133912016,195.2238133912016,0.0
V_122,Container_PostPanamax,8582.829612255347,160.69919289275938,160.69919289275938,0.0,0.0,0.0,162.19919289275938,248.02748901531285,0.0,249.52748901531285,88.82829612255347,85.82829612255347,0.0
V_146,Container_Panamax,4177.701719338627,204.43167592137513,205.43167592137513,1.0,0.0,0.0,206.93167592137513,248.7086931147614,0.0,250.2086931147614,45.77701719338626,41.77701719338626,1.0
V_116,Container_PostPanamax,9285.011761190935,155.88612829189566,155.88612829189566,0.0,0.0,0.0,157.38612829189566,250.236245903805,0.0,251.736245903805,95.85011761190935,92.85011761190935,0.0
V_110,Container_PostPanamax,10340.88992645042,143.79857253458067,145.79857253458067,2.0,0.0,0.0,147.29857253458067,250.70747179908489,0.0,252.20747179908489,108.40889926450421,103.40889926450421,2.0
V_63,Container_ULCS,17637.98530301734,75.48121697175203,75.48121697175203,0.0,0.0,0.0,76.98121697175203,253.3610700019254,0.0,254.8610700019254,179.37985303017336,176.37985303017336,0.0
V_141,Container_Panamax,5869.277020754557,195.1623498217096,195.1623498217096,0.0,0.0,0.0,196.6623498217096,255.35512002925518,0.0,256.8551200292552,61.69277020754561,58.69277020754558,0.0
V_66,Container_ULCS,16792.22572269837,81.01624174670583,86.01624174670583,5.0,0.0,0.0,87.51624174670583,255.43849897368952,0.0,256.93849897368955,175.92225722698373,167.92225722698367,5.0
V_119,Container_PostPanamax,9649.303208467518,158.11925687504302,158.11925687504302,0.0,0.0,0.0,159.61925687504302,256.11228895971817,0.0,257.61228895971817,99.49303208467515,96.49303208467515,0.0
V_120,Container_PostPanamax,9838.510724342472,159.39350614197497,159.39350614197497,0.0,0.0,0.0,160.89350614197497,259.2786133853997,0.0,260.7786133853997,101.38510724342473,98.38510724342473,0.0
V_123,Container_PostPanamax,9662.772510689778,162.21557343603035,162.21557343603035,0.0,0.0,0.0,163.71557343603035,260.34329854292815,0.0,261.84329854292815,99.6277251068978,96.6277251068978,0.0
V_128,Container_PostPanamax,8632.069880800796,173.88518568801948,173.88518568801948,0.0,0.0,0.0,175.38518568801948,261.70588449602747,0.0,263.20588449602747,89.32069880800799,86.32069880800799,0.0
V_125,Container_PostPanamax,9656.753957607927,166.74874472048327,166.74874472048327,0.0,0.0,0.0,168.24874472048327,264.81628429656257,0.0,266.31628429656257,99.5675395760793,96.5675395760793,0.0
V_73,Container_ULCS,17646.321319265608,88.1661635955121,88.1661635955121,0.0,0.0,0.0,89.6661635955121,266.1293767881682,0.0,267.6293767881682,179.4632131926561,176.4632131926561,0.0
V_153,Container_Panamax,4912.370900891823,216.31919031790432,216.31919031790432,0.0,0.0,0.0,217.81919031790432,266.94289932682256,0.0,268.44289932682256,52.12370900891824,49.12370900891824,0.0
V_159,Container_Panamax,4405.551271286797,225.27187149481713,225.27187149481713,0.0,0.0,0.0,226.77187149481713,270.8273842076851,0.0,272.3273842076851,47.055512712867966,44.055512712867966,0.0
V_72,Container_ULCS,18352.926017604965,87.06230623858146,87.06230623858146,0.0,0.0,0.0,88.56230623858146,272.09156641463113,0.0,273.59156641463113,186.52926017604966,183.52926017604966,0.0
V_75,Container_ULCS,18539.592223865384,89.44133643996065,89.44133643996065,0.0,0.0,0.0,90.94133643996065,276.3372586786145,0.0,277.8372586786145,188.39592223865384,185.39592223865384,0.0
V_132,Container_PostPanamax,9698.730571131682,178.86169890126874,178.86169890126874,0.0,0.0,0.0,180.36169890126874,277.34900461258553,0.0,278.84900461258553,99.9873057113168,96.9873057113168,0.0
V_81,Container_ULCS,17623.612209083447,101.78518395151305,101.78518395151305,0.0,0.0,0.0,103.28518395151305,279.52130604234753,0.0,281.02130604234753,179.2361220908345,176.2361220908345,0.0
V_144,Container_PostPanamax,8162.057545112657,198.66133665161692,198.66133665161692,0.0,0.0,0.0,200.16133665161692,281.7819121027435,0.0,283.2819121027435,84.62057545112657,81.62057545112657,0.0
V_158,Container_Panamax,5860.6534279629,223.71817641186382,223.71817641186382,0.0,0.0,0.0,225.21817641186382,283.82471069149284,0.0,285.32471069149284,61.60653427962902,58.60653427962902,0.0
V_97,Container_ULCS,16010.096598282658,122.65811127451833,122.65811127451833,0.0,0.0,0.0,124.15811127451833,284.25907725734487,0.0,285.75907725734487,163.10096598282655,160.10096598282655,0.0
V_76,Container_ULCS,19145.192218084856,94.49811920748795,94.49811920748795,0.0,0.0,0.0,95.99811920748795,287.4500413883365,0.0,288.9500413883365,194.45192218084856,191.45192218084856,0.0
V_89,Container_ULCS,17201.416044207203,113.80322084916746,114.80322084916746,1.0,0.0,0.0,116.30322084916746,288.3173812912395,0.0,289.8173812912395,176.014160442072,172.014160442072,1.0
V_83,Container_ULCS,18300.62885239809,104.00235487495253,104.00235487495253,0.0,0.0,0.0,105.50235487495253,288.50864339893343,0.0,290.00864339893343,186.0062885239809,183.0062885239809,0.0
V_170,Container_Panamax,4245.238589204053,244.80725267375175,244.80725267375175,0.0,0.0,0.0,246.30725267375175,288.7596385657923,0.0,290.2596385657923,45.452385892040525,42.452385892040525,0.0
V_131,Container_PostPanamax,11097.917672024576,177.8409953339991,177.8409953339991,0.0,0.0,0.0,179.3409953339991,290.32017205424484,0.0,291.82017205424484,113.97917672024573,110.97917672024573,0.0
V_78,Container_ULCS,19536.364407187673,95.50448927015518,95.50448927015518,0.0,0.0,0.0,97.00448927015518,292.3681333420319,0.0,293.8681333420319,198.36364407187673,195.36364407187673,0.0
V_93,Container_ULCS,17288.302852599787,118.37508809589349,118.37508809589349,0.0,0.0,0.0,119.87508809589349,292.75811662189136,0.0,294.25811662189136,175.88302852599787,172.88302852599787,0.0
V_137,Container_PostPanamax,10081.38097088794,190.90523242250143,190.90523242250143,0.0,0.0,0.0,192.40523242250143,293.2190421313808,0.0,294.7190421313808,103.81380970887935,100.81380970887935,0.0
V_134,Container_PostPanamax,10811.44779626664,183.69481963326646,183.69481963326646,0.0,0.0,0.0,185.19481963326646,293.30929759593283,0.0,294.80929759593283,111.11447796266637,108.11447796266637,0.0
V_140,Container_PostPanamax,9920.12456337384,194.33566687045325,194.33566687045325,0.0,0.0,0.0,195.83566687045325,295.0369125041916,0.0,296.5369125041916,102.20124563373835,99.20124563373835,0.0
V_90,Container_ULCS,17894.969182905832,113.93243654765618,114.93243654765618,1.0,0.0,0.0,116.43243654765618,295.3821283767145,0.0,296.8821283767145,182.9496918290583,178.9496918290583,1.0
V_80,Container_ULCS,19835.05651495601,100.14342942847136,100.14342942847136,0.0,0.0,0.0,101.64342942847136,299.99399457803145,0.0,301.49399457803145,201.35056514956008,198.35056514956008,0.0
V_138,Container_PostPanamax,10723.192619834264,191.54287633238604,191.54287633238604,0.0,0.0,0.0,193.04287633238604,300.2748025307287,0.0,301.7748025307287,110.23192619834268,107.23192619834268,0.0
V_173,Container_Panamax,4740.549465230636,252.0275568451005,252.0275568451005,0.0,0.0,0.0,253.5275568451005,300.93305149740684,0.0,302.43305149740684,50.405494652306345,47.405494652306345,0.0
V_148,Container_PostPanamax,9802.800600341134,206.85625577788133,206.85625577788133,0.0,0.0,0.0,208.35625577788133,306.38426178129265,0.0,307.88426178129265,101.02800600341132,98.02800600341132,0.0
V_92,Container_ULCS,18926.883490096076,116.02682546898211,116.02682546898211,0.0,0.0,0.0,117.52682546898211,306.7956603699429,0.0,308.2956603699429,192.26883490096077,189.26883490096077,0.0
V_67,Container_ULCS,22001.622081032932,81.29710078135672,86.29710078135672,5.0,0.0,0.0,87.79710078135672,307.8133215916861,0.0,309.3133215916861,228.01622081032934,220.01622081032934,5.0
V_180,Container_Panamax,4830.246655668133,258.6456628842871,258.6456628842871,0.0,0.0,0.0,260.1456628842871,308.44812944096844,0.0,309.94812944096844,51.30246655668134,48.30246655668134,0.0
V_177,Container_Panamax,5213.221982168074,256.77868462643335,256.77868462643335,0.0,0.0,0.0,258.27868462643335,310.4109044481141,0.0,311.9109044481141,55.132219821680735,52.132219821680735,0.0
V_88,Container_ULCS,19640.90621604395,112.61986366605451,112.61986366605451,0.0,0.0,0.0,114.11986366605451,310.52892582649406,0.0,312.02892582649406,199.40906216043953,196.40906216043953,0.0
V_189,Container_Panamax,4561.282049593755,264.88852138394145,264.88852138394145,0.0,0.0,0.0,266.38852138394145,312.001341879879,0.0,313.501341879879,48.61282049593757,45.61282049593757,0.0
V_155,Container_PostPanamax,8899.515498781044,222.804049809995,222.804049809995,0.0,0.0,0.0,224.304049809995,313.2992047978055,0.0,314.7992047978055,91.99515498781048,88.99515498781048,0.0
V_154,Container_PostPanamax,9073.905512007703,222.53486884490803,222.53486884490803,0.0,0.0,0.0,224.03486884490803,314.77392396498504,0.0,316.27392396498504,93.73905512007701,90.73905512007701,0.0
V_194,Container_Panamax,4899.3571652092205,265.7484659762143,265.7484659762143,0.0,0.0,0.0,267.2484659762143,316.2420376283065,0.0,317.7420376283065,51.993571652092214,48.993571652092214,0.0
